,title,author_name,book_id,url,is_ebook,is_eng,num_pages,publication_year,publication_month,publication_day,average_rating,to_read,ratings_count,text_reviews_count,author_average_rating,author_ratings_count,author_text_reviews_count
14434,Public Dream,Frances Leviston,2236805,https://www.goodreads.com/book/show/2236805.Public_Dream,0,1,96.0,2007.0,11.0,1.0,4.0,18,31,1,3.83,84,7
14435,Disinformation,Frances Leviston,24887291,https://www.goodreads.com/book/show/24887291-disinformation,0,1,80.0,2015.0,2.0,12.0,3.35,25,16,2,3.83,84,7
14436,Why Mustn't I Flare Up?,Kabita Chakma,17189979,https://www.goodreads.com/book/show/17189979-why-mustn-t-i-flare-up,0,1,46.0,2002.0,7.0,20.0,5.0,5,1,1,3.5,2,2
14443,Poetry and the Body,John Vernon,3179661,https://www.goodreads.com/book/show/3179661-poetry-and-the-body,0,0,176.0,1979.0,4.0,1.0,3.6,4,5,1,3.33,177,48
14445,A Child's Calendar,John Updike,235846,https://www.goodreads.com/book/show/235846.A_Child_s_Calendar,0,1,32.0,2002.0,9.0,1.0,4.03,762,859,134,3.81,233263,14619
14446,The Carpentered Hen,John Updike,646323,https://www.goodreads.com/book/show/646323.The_Carpentered_Hen,0,0,84.0,1982.0,2.0,12.0,3.61,36,53,8,3.81,233263,14619
14447,Endpoint and Other Poems: Unabridged Selections,John Updike,11317993,https://www.goodreads.com/book/show/11317993-endpoint-and-other-poems,0,0,0.0,2009.0,4.0,21.0,3.79,173,1,1,3.81,233263,14619
14448,Facing Nature,John Updike,13573335,https://www.goodreads.com/book/show/13573335-facing-nature,1,0,110.0,2012.0,4.0,25.0,3.78,21,2,1,3.81,233263,14619
14449,Midpoint and Other Poems,John Updike,235850,https://www.goodreads.com/book/show/235850.Midpoint_and_Other_Poems,0,0,99.0,1969.0,4.0,12.0,3.32,20,25,4,3.81,233263,14619
14450,Collected Poems: 1953-1993,John Updike,85385,https://www.goodreads.com/book/show/85385.Collected_Poems,0,0,416.0,1995.0,7.0,4.0,3.87,64,21,1,3.81,233263,14619
14452,Americana: and Other Poems,John Updike,458113,https://www.goodreads.com/book/show/458113.Americana,0,0,112.0,2001.0,5.0,15.0,3.44,27,73,11,3.81,233263,14619
14453,Telephone Poles and Other Poems,John Updike,13573337,https://www.goodreads.com/book/show/13573337-telephone-poles-and-other-poems,1,0,83.0,2012.0,4.0,25.0,3.71,33,1,1,3.81,233263,14619
14454,Telephone Poles and Other Poems,John Updike,794954,https://www.goodreads.com/book/show/794954.Telephone_Poles_and_Other_Poems,0,0,83.0,1963.0,8.0,12.0,3.71,33,37,8,3.81,233263,14619
14455,A Child's Calendar,John Updike,700510,https://www.goodreads.com/book/show/700510.A_Child_s_Calendar,0,1,32.0,1999.0,9.0,1.0,4.03,764,57,20,3.81,233263,14619
14456,Facing Nature,John Updike,397965,https://www.goodreads.com/book/show/397965.Facing_Nature,0,0,110.0,1985.0,2.0,12.0,3.78,21,23,5,3.81,233263,14619
14460,The Golden Gate,Vikram Seth,860389,https://www.goodreads.com/book/show/860389.The_Golden_Gate,0,1,308.0,1999.0,4.0,5.0,4.1,3383,87,14,4.02,54383,3177
14462,Mappings,Vikram Seth,22606477,https://www.goodreads.com/book/show/22606477-mappings,0,1,88.0,2012.0,5.0,21.0,3.93,91,5,1,4.02,54383,3177
14465,Arion & the Dolphin: A Libretto,Vikram Seth,6444351,https://www.goodreads.com/book/show/6444351-arion-the-dolphin,0,1,60.0,1994.0,12.0,1.0,3.74,103,5,1,4.02,54383,3177
14466,The Golden Gate,Vikram Seth,768496,https://www.goodreads.com/book/show/768496.The_Golden_Gate,0,1,307.0,1991.0,6.0,18.0,4.1,3383,3101,287,4.02,54383,3177
14467,Three Chinese Poets,Vikram Seth,871856,https://www.goodreads.com/book/show/871856.Three_Chinese_Poets,0,0,80.0,1993.0,9.0,29.0,3.86,173,23,3,4.02,54383,3177
14468,The Rivered Earth,Vikram Seth,11100077,https://www.goodreads.com/book/show/11100077-the-rivered-earth,0,0,112.0,2011.0,11.0,15.0,3.81,107,73,6,4.02,54383,3177
14471,The Rivered Earth,Vikram Seth,12996529,https://www.goodreads.com/book/show/12996529-the-rivered-earth,0,0,103.0,2011.0,11.0,1.0,3.81,107,8,2,4.02,54383,3177
14473,All You Who Sleep Tonight: Poems,Vikram Seth,470858,https://www.goodreads.com/book/show/470858.All_You_Who_Sleep_Tonight,0,0,61.0,1991.0,6.0,18.0,4.19,385,386,14,4.02,54383,3177
14476,Arion and the Dolphin,Vikram Seth,22597372,https://www.goodreads.com/book/show/22597372-arion-and-the-dolphin,0,1,50.0,2012.0,5.0,21.0,3.74,103,5,2,4.02,54383,3177
14478,My Village: Rhymes from Around the World Told in English & Their Native Tongue,Danielle Wright,23289359,https://www.goodreads.com/book/show/23289359-my-village,0,0,64.0,2015.0,3.0,15.0,3.75,5,8,2,3.87,77,23
14479,My Village: Rhymes from Around the World,Danielle Wright,8764251,https://www.goodreads.com/book/show/8764251-my-village,0,0,60.0,2010.0,7.0,29.0,3.72,25,29,8,3.87,77,23
14481,The Contemporary American Poets,Mark Strand,2340137,https://www.goodreads.com/book/show/2340137.The_Contemporary_American_Poets,0,0,408.0,1971.0,7.0,1.0,4.04,27,50,6,4.09,6533,487
14482,The Weather of Words: Poetic Invention,Mark Strand,2868539,https://www.goodreads.com/book/show/2868539-the-weather-of-words,0,0,160.0,2000.0,2.0,8.0,4.03,80,16,3,4.09,6533,487
14483,The Weather of Words: Poetic Inventions,Mark Strand,966956,https://www.goodreads.com/book/show/966956.The_Weather_of_Words,0,0,160.0,2001.0,11.0,13.0,4.03,80,76,7,4.09,6533,487
14484,Reasons for Moving / Darker / The Sargentville Notebook,Mark Strand,131937,https://www.goodreads.com/book/show/131937.Reasons_for_Moving_Darker_The_Sargentville_Notebook,0,0,105.0,1992.0,1.0,28.0,4.38,121,260,16,4.09,6533,487
14486,Blizzard of One: Poems,Mark Strand,1610271,https://www.goodreads.com/book/show/1610271.Blizzard_of_One,0,0,72.0,1998.0,5.0,5.0,4.03,521,49,8,4.09,6533,487
14487,New Selected Poems,Mark Strand,660655,https://www.goodreads.com/book/show/660655.New_Selected_Poems,0,0,288.0,2007.0,9.0,25.0,4.24,190,225,22,4.09,6533,487
14488,The Late Hour,Mark Strand,1562702,https://www.goodreads.com/book/show/1562702.The_Late_Hour,0,0,62.0,1998.0,12.0,31.0,4.26,15,34,3,4.09,6533,487
14489,Looking for Poetry: Poems by Carlos Drummond de Andrade and Rafael Alberti and Songs from the Quechua,Mark Strand,570090,https://www.goodreads.com/book/show/570090.Looking_for_Poetry,0,0,192.0,2002.0,2.0,26.0,4.32,22,28,3,4.09,6533,487
14490,Almost Invisible,Mark Strand,17262162,https://www.goodreads.com/book/show/17262162-almost-invisible,0,0,68.0,2013.0,9.0,3.0,3.89,163,10,1,4.09,6533,487
14491,Almost Invisible: Poems,Mark Strand,12585315,https://www.goodreads.com/book/show/12585315-almost-invisible,0,0,68.0,2012.0,3.0,13.0,3.89,163,342,44,4.09,6533,487
14492,The Continuous Life,Mark Strand,131948,https://www.goodreads.com/book/show/131948.The_Continuous_Life,0,0,80.0,1992.0,5.0,30.0,4.07,121,180,12,4.09,6533,487
14493,The Story of Our Lives: with The Monument and The Late Hour,Mark Strand,131949,https://www.goodreads.com/book/show/131949.The_Story_of_Our_Lives,0,0,176.0,2002.0,2.0,26.0,4.23,53,77,6,4.09,6533,487
14494,Blizzard of One,Mark Strand,131944,https://www.goodreads.com/book/show/131944.Blizzard_of_One,0,0,72.0,2000.0,2.0,8.0,4.03,521,820,40,4.09,6533,487
14495,Hopper,Mark Strand,131945,https://www.goodreads.com/book/show/131945.Hopper,0,0,80.0,2001.0,11.0,13.0,4.12,140,159,18,4.09,6533,487
14496,Selected Poems,Mark Strand,131946,https://www.goodreads.com/book/show/131946.Selected_Poems,0,1,176.0,1990.0,9.0,26.0,4.22,661,834,31,4.09,6533,487
14497,The Making of a Poem: A Norton Anthology of Poetic Forms,Mark Strand,203838,https://www.goodreads.com/book/show/203838.The_Making_of_a_Poem,0,0,400.0,2001.0,4.0,17.0,4.0,1178,1624,78,4.09,6533,487
14500,New Selected Poems,Mark Strand,6163940,https://www.goodreads.com/book/show/6163940-new-selected-poems,0,0,267.0,2009.0,1.0,13.0,4.24,190,62,7,4.09,6533,487
14501,Dark Harbor: A Poem,Mark Strand,966957,https://www.goodreads.com/book/show/966957.Dark_Harbor,0,0,51.0,1993.0,2.0,2.0,4.12,90,7,3,4.09,6533,487
14503,Dark Harbor,Mark Strand,131950,https://www.goodreads.com/book/show/131950.Dark_Harbor,0,0,64.0,1994.0,6.0,28.0,4.12,90,163,7,4.09,6533,487
14504,100 Great Poems of the Twentieth Century,Mark Strand,131947,https://www.goodreads.com/book/show/131947.100_Great_Poems_of_the_Twentieth_Century,0,0,256.0,2005.0,6.0,17.0,3.4,38,57,11,4.09,6533,487
14505,Man and Camel,Mark Strand,56430,https://www.goodreads.com/book/show/56430.Man_and_Camel,0,0,72.0,2006.0,9.0,5.0,3.92,71,233,21,4.09,6533,487
14506,Collected Poems,Mark Strand,20447657,https://www.goodreads.com/book/show/20447657-collected-poems,0,1,544.0,2014.0,9.0,30.0,4.3,294,119,12,4.09,6533,487
14508,Last Scattering Surfaces,Gil McElroy,2775746,https://www.goodreads.com/book/show/2775746-last-scattering-surfaces,0,0,112.0,2007.0,11.0,15.0,4.5,4,2,1,4.11,9,2
14510,Short Haul Engine,Karen Solie,2115719,https://www.goodreads.com/book/show/2115719.Short_Haul_Engine,0,0,84.0,2001.0,10.0,16.0,4.25,26,81,8,4.02,439,42
14511,Pigeon: Poems,Karen Solie,16304825,https://www.goodreads.com/book/show/16304825-pigeon,1,0,112.0,2011.0,9.0,3.0,4.11,75,1,1,4.02,439,42
14513,The Road In Is Not the Same Road Out,Karen Solie,23269037,https://www.goodreads.com/book/show/23269037-the-road-in-is-not-the-same-road-out,0,0,112.0,2015.0,4.0,9.0,4.04,484,12,2,4.02,439,42
14514,The Road In Is Not the Same Road Out: Poems,Karen Solie,22929732,https://www.goodreads.com/book/show/22929732-the-road-in-is-not-the-same-road-out,0,0,128.0,2015.0,5.0,12.0,4.04,484,57,6,4.02,439,42
14516,The Griffin Poetry Prize Anthology 2007,Karen Solie,1215226,https://www.goodreads.com/book/show/1215226.The_Griffin_Poetry_Prize_Anthology_2007,0,0,104.0,2007.0,6.0,25.0,3.8,3,5,1,4.02,439,42
14517,Pigeon,Karen Solie,6296263,https://www.goodreads.com/book/show/6296263-pigeon,0,1,112.0,2009.0,6.0,2.0,4.11,75,105,11,4.02,439,42
14519,The Works Of James Joyce,James Joyce,438906,https://www.goodreads.com/book/show/438906.The_Works_Of_James_Joyce,0,0,54.0,1999.0,12.0,1.0,3.99,91,46,2,3.74,332361,16180
14520,Joyce: Poems and a Play,James Joyce,17262170,https://www.goodreads.com/book/show/17262170-joyce,0,0,240.0,2014.0,2.0,25.0,3.59,22,17,4,3.74,332361,16180
14521,Bilik Musik,James Joyce,30064143,https://www.goodreads.com/book/show/30064143-bilik-musik,0,0,96.0,2016.0,5.0,12.0,3.39,34,16,5,3.74,332361,16180
14528,The Portable James Joyce,James Joyce,44830,https://www.goodreads.com/book/show/44830.The_Portable_James_Joyce,0,1,762.0,1976.0,11.0,18.0,4.15,588,600,22,3.74,332361,16180
14533,Under the Mambo Moon,Julia Durango,11085473,https://www.goodreads.com/book/show/11085473-under-the-mambo-moon,0,0,48.0,2011.0,7.0,1.0,3.17,60,157,40,3.68,3105,626
14535,Tortillitas Para Mama,Margot C. Griego,5210265,https://www.goodreads.com/book/show/5210265-tortillitas-para-mama,0,0,32.0,1981.0,10.0,15.0,3.69,10,3,1,3.69,45,10
14537,"Saigon, Hanoi or Da Nang",David S. Cross,6400249,https://www.goodreads.com/book/show/6400249-saigon-hanoi-or-da-nang,0,1,56.0,2009.0,4.0,24.0,3.25,11,20,17,3.48,23,18
14538,Door Languages,Zafer Senocak,5956286,https://www.goodreads.com/book/show/5956286-door-languages,0,0,144.0,2008.0,10.0,1.0,3.8,7,5,1,3.65,49,7
14540,The Price of Scarlet: Poems,Brianna Noll,31951923,https://www.goodreads.com/book/show/31951923-the-price-of-scarlet,0,0,120.0,2017.0,1.0,23.0,4.43,11,7,3,4.43,7,3
14550,The Portable Kipling,Rudyard Kipling,34054,https://www.goodreads.com/book/show/34054.The_Portable_Kipling,0,0,687.0,1982.0,3.0,25.0,3.96,66,71,5,3.94,303560,10775
14551,Gunga Din,Rudyard Kipling,388622,https://www.goodreads.com/book/show/388622.Gunga_Din,0,0,32.0,1990.0,1.0,1.0,4.08,61,65,8,3.94,303560,10775
14552,If: A Father's Advice to His Son,Rudyard Kipling,34055,https://www.goodreads.com/book/show/34055.If,0,1,40.0,2007.0,3.0,27.0,4.4,329,451,23,3.94,303560,10775
14553,Rudyard Kipling: Selected Poems,Rudyard Kipling,34056,https://www.goodreads.com/book/show/34056.Rudyard_Kipling,0,0,160.0,2004.0,3.0,1.0,3.97,249,208,7,3.94,303560,10775
14554,Complete Verse,Rudyard Kipling,34051,https://www.goodreads.com/book/show/34051.Complete_Verse,0,0,864.0,1989.0,1.0,27.0,4.17,273,289,18,3.94,303560,10775
14558,The Barrack-Room Ballads and Other Verses,Rudyard Kipling,1038274,https://www.goodreads.com/book/show/1038274.The_Barrack_Room_Ballads_and_Other_Verses,0,0,112.0,2002.0,2.0,1.0,3.99,137,185,6,3.94,303560,10775
14559,Rudyard Kipling: The Complete Verse,Rudyard Kipling,176486,https://www.goodreads.com/book/show/176486.Rudyard_Kipling,0,0,702.0,2002.0,8.0,1.0,4.17,273,6,1,3.94,303560,10775
14560,The Collected Poems of Rudyard Kipling,Rudyard Kipling,836269,https://www.goodreads.com/book/show/836269.The_Collected_Poems_of_Rudyard_Kipling,0,1,928.0,1999.0,12.0,5.0,4.12,262,189,7,3.94,303560,10775
14564,A Diversity of Creatures,Rudyard Kipling,2443402,https://www.goodreads.com/book/show/2443402.A_Diversity_of_Creatures,0,1,368.0,1994.0,5.0,3.0,3.52,52,19,2,3.94,303560,10775
14565,Gunga Din and Other Favorite Poems,Rudyard Kipling,140286,https://www.goodreads.com/book/show/140286.Gunga_Din_and_Other_Favorite_Poems,0,1,80.0,1990.0,7.0,28.0,3.95,487,876,17,3.94,303560,10775
14566,Kipling: Victorian Balladeer (Illustrated Poetry Series),Rudyard Kipling,804144,https://www.goodreads.com/book/show/804144.Kipling,0,0,96.0,1999.0,3.0,10.0,3.33,9,8,1,3.94,303560,10775
14569,Kipling,Rudyard Kipling,2813217,https://www.goodreads.com/book/show/2813217-kipling,0,0,256.0,2007.0,9.0,21.0,4.27,32,22,3,3.94,303560,10775
14570,100 Poems: Old and New,Rudyard Kipling,18387087,https://www.goodreads.com/book/show/18387087-100-poems,0,0,197.0,2013.0,10.0,3.0,3.66,14,27,13,3.94,303560,10775
14575,Αν...,Rudyard Kipling,18487529,https://www.goodreads.com/book/show/18487529,0,0,32.0,1993.0,5.0,19.0,4.39,331,25,2,3.94,303560,10775
14577,Kipling: Victorian Balladeer (Illustrated Poetry Anthology Series) (Illustrated Poetry Anthology Series),Rudyard Kipling,2171725,https://www.goodreads.com/book/show/2171725.Kipling,0,0,96.0,1997.0,4.0,1.0,3.33,9,1,1,3.94,303560,10775
14579,Love Is Enough,Raymond Simon,2239248,https://www.goodreads.com/book/show/2239248.Love_Is_Enough,0,0,96.0,2000.0,5.0,1.0,4.67,3,3,2,4.2,5,2
14582,Die Gedichte,Bertolt Brecht,1724434,https://www.goodreads.com/book/show/1724434.Die_Gedichte,0,0,1251.0,2000.0,6.0,1.0,4.32,22,1,1,3.79,50520,1865
14586,Poems 1913-1956,Bertolt Brecht,94584,https://www.goodreads.com/book/show/94584.Poems_1913_1956,0,0,564.0,1997.0,10.0,7.0,4.22,326,420,13,3.79,50520,1865
14589,Poemas y canciones,Bertolt Brecht,1576990,https://www.goodreads.com/book/show/1576990.Poemas_y_canciones,0,0,184.0,2006.0,5.0,17.0,3.85,16,73,6,3.79,50520,1865
14594,"Poems, 1913-1956",Bertolt Brecht,299212,https://www.goodreads.com/book/show/299212.Poems_1913_1956,0,1,627.0,1987.0,2.0,17.0,4.22,326,10,1,3.79,50520,1865
14598,Manual of Piety: Die Hauspostille,Bertolt Brecht,551467,https://www.goodreads.com/book/show/551467.Manual_of_Piety,0,0,312.0,1994.0,4.0,7.0,4.27,34,34,5,3.79,50520,1865
14600,هرگز، مگو هرگز,Bertolt Brecht,3322113,https://www.goodreads.com/book/show/3322113,0,0,298.0,2007.0,11.0,25.0,3.61,48,77,13,3.79,50520,1865
14602,New Collected Poems: Sylvia Townsend Warner,Sylvia Townsend Warner,1108764,https://www.goodreads.com/book/show/1108764.New_Collected_Poems,0,0,320.0,2008.0,2.0,1.0,3.92,28,11,1,3.89,8807,960
14604,Stop Pretending: What Happened When My Big Sister Went Crazy,Sonya Sones,111044,https://www.goodreads.com/book/show/111044.Stop_Pretending,0,1,145.0,2016.0,7.0,12.0,3.89,5063,3956,453,3.87,37673,4541
14606,Stop Pretending: What Happened When My Sister Went Crazy,Sonya Sones,6483048,https://www.goodreads.com/book/show/6483048-stop-pretending,0,0,149.0,2001.0,2.0,1.0,3.89,5065,6,3,3.87,37673,4541
14607,Stop Pretending: What Happened When My Big Sister Went Crazy,Sonya Sones,1957945,https://www.goodreads.com/book/show/1957945.Stop_Pretending,0,0,149.0,1999.0,10.0,31.0,3.89,5065,36,6,3.87,37673,4541
14612,Whispers of the Desert,Fatima Bhutto,96087,https://www.goodreads.com/book/show/96087.Whispers_of_the_Desert,0,0,78.0,1998.0,1.0,8.0,3.95,212,39,3,3.64,2537,381
14613,Our Food: A Healthy Serving of Science and Poems,Grace Lin,26715021,https://www.goodreads.com/book/show/26715021-our-food,0,0,40.0,2016.0,6.0,14.0,3.55,23,30,14,4.14,49531,6717
14614,Constructed of Magic: And Other Poems on the Immortality of the Human Spirit,Louis Alan Swartz,24769928,https://www.goodreads.com/book/show/24769928-constructed-of-magic,0,1,210.0,2015.0,1.0,6.0,4.05,1106,38,25,4.12,43,28
14616,Tea in Heliopolis,Hedy Habra,17268279,https://www.goodreads.com/book/show/17268279-tea-in-heliopolis,0,0,100.0,2013.0,2.0,1.0,4.86,10,7,3,4.37,63,22
14617,Itty Bitty Kitty Ditties,Alex Boies,6085442,https://www.goodreads.com/book/show/6085442-itty-bitty-kitty-ditties,0,0,48.0,2009.0,3.0,1.0,3.54,3,13,4,3.81,27,7
14618,Flying Change,Henry S. Taylor,884663,https://www.goodreads.com/book/show/884663.Flying_Change,0,0,55.0,1985.0,12.0,1.0,4.06,70,45,4,3.57,213,24
14619,Crooked Run,Henry S. Taylor,1553355,https://www.goodreads.com/book/show/1553355.Crooked_Run,0,0,62.0,2006.0,4.0,1.0,4.14,3,5,2,3.57,213,24
14622,Water Damage,Peter Norman,17075628,https://www.goodreads.com/book/show/17075628-water-damage,0,1,78.0,2013.0,3.0,12.0,4.67,129,3,1,3.67,61,11
14623,Reading and Writing from Literature,John E. Schwiebert,1633168,https://www.goodreads.com/book/show/1633168.Reading_and_Writing_from_Literature,0,0,1248.0,2004.0,8.0,1.0,4.08,17,12,1,4.08,13,2
14624,From Where the Rivers Come: Poems,Richard Solly,980966,https://www.goodreads.com/book/show/980966.From_Where_the_Rivers_Come,0,0,104.0,2006.0,10.0,1.0,4.0,4,6,2,4.11,9,2
14626,Baudelaire: The Life of Charles Baudelaire,Joanna Richardson,613707,https://www.goodreads.com/book/show/613707.Baudelaire,0,0,602.0,1994.0,11.0,1.0,3.87,24,1,1,3.69,297,41
14628,Mysteriosos and Other Poems,Michael McClure,7846886,https://www.goodreads.com/book/show/7846886-mysteriosos-and-other-poems,0,0,144.0,2010.0,4.0,23.0,3.24,11,17,3,3.93,1533,122
14630,Touching the Edge,Michael McClure,230201,https://www.goodreads.com/book/show/230201.Touching_the_Edge,0,0,128.0,1999.0,4.0,6.0,4.37,18,19,4,3.93,1533,122
14631,Rain Mirror: New Poems,Michael McClure,230209,https://www.goodreads.com/book/show/230209.Rain_Mirror,0,0,112.0,1999.0,9.0,1.0,4.09,20,22,4,3.93,1533,122
14633,"Antechamber, and Other Poems",Michael McClure,1087076,https://www.goodreads.com/book/show/1087076.Antechamber_and_Other_Poems,0,0,90.0,1978.0,12.0,1.0,4.12,13,24,1,3.93,1533,122
14634,Three Poems,Michael McClure,428370,https://www.goodreads.com/book/show/428370.Three_Poems,0,0,256.0,1995.0,8.0,1.0,4.14,23,21,8,3.93,1533,122
14635,Ghost Tantras,Michael McClure,17675384,https://www.goodreads.com/book/show/17675384-ghost-tantras,0,0,120.0,2013.0,11.0,12.0,3.89,26,7,3,3.93,1533,122
14636,Mephistos and Other Poems,Michael McClure,29633642,https://www.goodreads.com/book/show/29633642-mephistos-and-other-poems,0,0,184.0,2016.0,11.0,15.0,4.33,25,9,2,3.93,1533,122
14638,September Blackberries,Michael McClure,1887909,https://www.goodreads.com/book/show/1887909.September_Blackberries,0,0,151.0,1974.0,1.0,1.0,3.71,6,12,1,3.93,1533,122
14639,September Blackberries,Michael McClure,10134779,https://www.goodreads.com/book/show/10134779-september-blackberries,0,0,151.0,1974.0,12.0,1.0,3.71,6,2,1,3.93,1533,122
14640,Scratching the Beat Surface: Essays on New Vision from Blake to Kerouac,Michael McClure,443517,https://www.goodreads.com/book/show/443517.Scratching_the_Beat_Surface,0,0,192.0,1994.0,11.0,1.0,3.88,57,41,6,3.93,1533,122
14643,Arjuna and the Hunter,Bharavi,26264784,https://www.goodreads.com/book/show/26264784-arjuna-and-the-hunter,0,1,480.0,2016.0,1.0,5.0,4.08,18,10,4,3.93,14,5
14645,Confessions of a Wallflower,Juansen Dizon,34372505,https://www.goodreads.com/book/show/34372505-confessions-of-a-wallflower,0,1,304.0,2017.0,1.0,6.0,5.0,56,13,3,5.0,13,3
14646,Latest Volcano,Tana Jean Welch,27287145,https://www.goodreads.com/book/show/27287145-latest-volcano,0,1,88.0,2016.0,2.0,1.0,4.8,5,10,4,3.98,43,9
14647,Insomnia: Poems,Linda Pastan,24724588,https://www.goodreads.com/book/show/24724588-insomnia,0,0,96.0,2015.0,10.0,26.0,3.96,70,49,10,4.21,901,136
14649,Traveling Light,Linda Pastan,8676971,https://www.goodreads.com/book/show/8676971-traveling-light,0,0,77.0,2011.0,1.0,31.0,4.12,58,111,18,4.21,901,136
14650,"Carnival Evening: New and Selected Poems, 1968-1998",Linda Pastan,537681,https://www.goodreads.com/book/show/537681.Carnival_Evening,0,0,301.0,1998.0,5.0,15.0,4.36,145,176,24,4.21,901,136
14651,The Last Uncle,Linda Pastan,537684,https://www.goodreads.com/book/show/537684.The_Last_Uncle,0,0,88.0,2003.0,9.0,17.0,4.13,21,42,11,4.21,901,136
14652,Queen of a Rainy Country: Poems,Linda Pastan,3265730,https://www.goodreads.com/book/show/3265730-queen-of-a-rainy-country,0,0,77.0,2008.0,5.0,17.0,4.13,61,11,3,4.21,901,136
14653,The Last Uncle,Linda Pastan,660666,https://www.goodreads.com/book/show/660666.The_Last_Uncle,0,0,77.0,2002.0,4.0,1.0,4.13,21,3,2,4.21,901,136
14654,Queen of a Rainy Country,Linda Pastan,660664,https://www.goodreads.com/book/show/660664.Queen_of_a_Rainy_Country,0,1,96.0,2006.0,10.0,17.0,4.13,61,82,19,4.21,901,136
14655,Carnival Evening: New and Selected Poems 1968-1998,Linda Pastan,660663,https://www.goodreads.com/book/show/660663.Carnival_Evening,0,0,320.0,1999.0,8.0,17.0,4.36,145,20,3,4.21,901,136
14656,PM/AM: New and Selected Poems,Linda Pastan,660668,https://www.goodreads.com/book/show/660668.PM_AM,0,0,128.0,1982.0,10.0,17.0,4.24,20,42,4,4.21,901,136
14657,Heroes in Disguise,Linda Pastan,660669,https://www.goodreads.com/book/show/660669.Heroes_in_Disguise,0,0,96.0,1992.0,10.0,17.0,4.35,17,31,3,4.21,901,136
14658,A Fraction of Darkness,Linda Pastan,537686,https://www.goodreads.com/book/show/537686.A_Fraction_of_Darkness,0,0,76.0,1985.0,9.0,17.0,4.25,12,20,4,4.21,901,136
14659,Insomnia: Poems,Linda Pastan,30231752,https://www.goodreads.com/book/show/30231752-insomnia,0,0,96.0,2017.0,3.0,28.0,3.96,70,14,2,4.21,901,136
14660,"Hippety Hop, Hippety Hay",Opal Dunn,1577179,https://www.goodreads.com/book/show/1577179.Hippety_Hop_Hippety_Hay,0,0,47.0,2001.0,2.0,1.0,3.38,10,5,1,3.65,92,13
14685,"Creatures of Earth, Sea, and Sky: Animal Poems",Georgia Heard,27043,https://www.goodreads.com/book/show/27043.Creatures_of_Earth_Sea_and_Sky,0,0,32.0,1997.0,1.0,1.0,4.07,46,44,4,4.13,1393,235
14686,Awakening the Heart: Exploring Poetry in Elementary and Middle School,Georgia Heard,27041,https://www.goodreads.com/book/show/27041.Awakening_the_Heart,0,0,160.0,1998.0,11.0,2.0,4.44,202,230,26,4.13,1393,235
14687,The Arrow Finds Its Mark: A Book of Found Poems,Georgia Heard,12220097,https://www.goodreads.com/book/show/12220097-the-arrow-finds-its-mark,0,0,48.0,2012.0,3.0,27.0,3.46,78,134,44,4.13,1393,235
14688,Falling Down the Page: A Book of List Poems,Georgia Heard,2361055,https://www.goodreads.com/book/show/2361055.Falling_Down_the_Page,0,1,48.0,2009.0,3.0,17.0,3.99,278,202,42,4.13,1393,235
14689,For the Good of the Earth and Sun: Teaching Poetry,Georgia Heard,1079,https://www.goodreads.com/book/show/1079.For_the_Good_of_the_Earth_and_Sun,0,0,166.0,1989.0,6.0,30.0,4.22,47,67,9,4.13,1393,235
14691,This Place I Know Gift Edition: Poems Of Comfort,Georgia Heard,1201630,https://www.goodreads.com/book/show/1201630.This_Place_I_Know_Gift_Edition,0,0,48.0,2006.0,3.0,14.0,4.06,30,44,18,4.13,1393,235
14692,This Place I Know Gift Edition: Poems of Comfort,Georgia Heard,1201632,https://www.goodreads.com/book/show/1201632.This_Place_I_Know_Gift_Edition,0,1,48.0,2002.0,9.0,1.0,4.06,30,10,2,4.13,1393,235
14693,The Dogs I Have Kissed,Trista Mateer,25784766,https://www.goodreads.com/book/show/25784766-the-dogs-i-have-kissed,0,1,90.0,2015.0,6.0,24.0,3.63,20847,1395,192,3.83,2587,375
14695,Honeybee,Trista Mateer,22711122,https://www.goodreads.com/book/show/22711122-honeybee,0,1,108.0,2014.0,7.0,11.0,4.08,1617,469,77,3.83,2587,375
14696,Small Ghost,Trista Mateer,27233119,https://www.goodreads.com/book/show/27233119-small-ghost,0,1,28.0,2015.0,10.0,9.0,4.13,611,164,25,3.83,2587,375
14699,Instead of Writing Our Breakup Poem,Trista Mateer,34440082,https://www.goodreads.com/book/show/34440082-instead-of-writing-our-breakup-poem,0,1,28.0,2017.0,2.0,8.0,4.75,42,12,2,3.83,2587,375
14702,Stroke by Stroke,Henri Michaux,385281,https://www.goodreads.com/book/show/385281.Stroke_by_Stroke,0,0,160.0,2006.0,4.0,1.0,4.07,41,43,3,4.03,1691,140
14703,Emergences-Resurgences,Henri Michaux,1576977,https://www.goodreads.com/book/show/1576977.Emergences_Resurgences,0,0,80.0,2001.0,2.0,1.0,4.57,28,20,2,4.03,1691,140
14707,Ideograms in China,Henri Michaux,925911,https://www.goodreads.com/book/show/925911.Ideograms_in_China,0,0,64.0,2002.0,2.0,17.0,4.11,56,49,4,4.03,1691,140
14709,Tent Posts,Henri Michaux,906531,https://www.goodreads.com/book/show/906531.Tent_Posts,0,0,120.0,1997.0,9.0,1.0,4.48,61,44,3,4.03,1691,140
14711,Selected Writings,Henri Michaux,385279,https://www.goodreads.com/book/show/385279.Selected_Writings,0,1,297.0,1990.0,9.0,17.0,4.26,151,112,11,4.03,1691,140
